config,sex,age,body_type,load_kg,motion,lumbar_bio_peak,lumbar_loaded_peak,shoulder_bio_peak,shoulder_total_peak,elbow_bio_peak,elbow_total_peak
no_suit,male,young,slim,30,neutral_stoop_down_R_002__A079,130.3749,130.3749,57.160249865000004,57.160249865000004,77.35807274,77.35807274
no_suit,male,young,slim,30,neutral_stoop_down_R_002__A074,175.26701777,175.26701777,56.089543135,56.089543135,77.53966294,77.53966294
no_suit,male,young,slim,30,neutral_stoop_down_R_002__A075,223.98959879,223.98959879,52.636956690000005,52.636956690000005,76.369671645,76.369671645
no_suit,male,young,slim,30,neutral_stoop_down_R_002__A076,207.20951214000002,207.20951214000002,57.47341981,57.47341981,78.112436185,78.112436185
no_suit,male,young,slim,30,neutral_stoop_down_R_001__A077,232.1244074,232.1244074,69.678183155,69.678183155,82.70041297,82.70041297
no_suit,male,young,slim,30,neutral_stoop_down_R_001__A078,171.48199587,171.48199587,51.631704245,51.631704245,76.621031685,76.621031685
no_suit,male,young,slim,30,neutral_stoop_down_R_001__A080,177.60102465,177.60102465,59.44881059000001,59.44881059000001,77.687694465,77.687694465
no_suit,male,young,slim,30,neutral_stoop_down_R_001__A081,174.00203122,174.00203122,51.54941077,51.54941077,76.306502365,76.306502365
no_suit,male,young,slim,30,neutral_stoop_down_R_002__A082,147.67788912,147.67788912,57.6214834,57.6214834,77.72846531,77.72846531
no_suit,male,young,avg,10,neutral_stoop_down_R_002__A073,164.85182876,164.85182876,33.736065845,33.736065845,29.531712525000003,29.531712525000003
no_suit,male,young,avg,10,neutral_stoop_down_R_002__A079,43.4583,43.4583,29.82919346,29.82919346,28.902602750000003,28.902602750000003
no_suit,male,young,avg,10,neutral_stoop_down_R_002__A074,93.28109569,93.28109569,28.57618054,28.57618054,29.124319565,29.124319565
no_suit,male,young,avg,10,neutral_stoop_down_R_002__A075,140.15952907,140.15952907,24.55171769,24.55171769,27.781283450000004,27.781283450000004
