sex,age,body_type,load_kg,suit_force_n,lumbar_peak_mean,lumbar_peak_std,lumbar_mean_mean,lumbar_mean_std,lumbar_ext_peak_mean,lumbar_ext_peak_std,lumbar_ext_mean_mean,lumbar_ext_mean_std,lumbar_ext_loaded_peak_mean,lumbar_ext_loaded_peak_std,lumbar_ext_loaded_mean_mean,lumbar_ext_loaded_mean_std,lumbar_bio_ext_peak_mean,lumbar_bio_ext_peak_std,lumbar_bio_ext_mean_mean,lumbar_bio_ext_mean_std,hip_r_peak_mean,hip_r_peak_std,hip_r_mean_mean,hip_r_mean_std,hip_l_peak_mean,hip_l_peak_std,hip_l_mean_mean,hip_l_mean_std,knee_r_peak_mean,knee_r_peak_std,knee_r_mean_mean,knee_r_mean_std,shoulder_r_peak_mean,shoulder_r_peak_std,shoulder_r_mean_mean,shoulder_r_mean_std,shoulder_l_peak_mean,shoulder_l_peak_std,shoulder_l_mean_mean,shoulder_l_mean_std,elbow_r_peak_mean,elbow_r_peak_std,elbow_r_mean_mean,elbow_r_mean_std,elbow_l_peak_mean,elbow_l_peak_std,elbow_l_mean_mean,elbow_l_mean_std
female,middle,heavy,20,150,189.05536230299998,27.58555993152076,87.52316219494361,7.79200828614104,55.795475550000006,34.726029585853915,28.894791837803137,19.209310529128317,141.862770854,36.30999254441624,48.50524461142468,13.861745686247174,124.61277085399999,36.30999254441624,51.19990293782335,18.85355157489818,2779.923290638,1891.8635013566584,598.253220813151,123.26103394289153,2714.9534228429998,1410.9954264282198,1000.8618382037359,49.717437973902,2382.983855262,1885.3399388092478,325.7666477548861,41.556037574942714,13.966897838,7.948212270031924,3.3000014140086917,1.0390249720938636,14.619660561,5.3839537891639795,3.8663012118476088,1.3420579687720813,4.4706392,3.464287107475126,1.0751553571340227,0.30063699760210133,4.724492905,1.2282396929701764,1.0538232804590286,0.15105660669014268
female,middle,heavy,20,200,189.05536230299998,27.58555993152076,87.52316219494361,7.79200828614104,55.795475550000006,34.726029585853915,28.894791837803137,19.209310529128317,141.862770854,36.30999254441624,48.50524461142468,13.861745686247174,118.86277085399999,36.30999254441624,50.567065599163975,19.859646577634056,2779.923290638,1891.8635013566584,598.253220813151,123.26103394289153,2714.9534228429998,1410.9954264282198,1000.8618382037359,49.717437973902,2382.983855262,1885.3399388092478,325.7666477548861,41.556037574942714,13.966897838,7.948212270031924,3.3000014140086917,1.0390249720938636,14.619660561,5.3839537891639795,3.8663012118476088,1.3420579687720813,4.4706392,3.464287107475126,1.0751553571340227,0.30063699760210133,4.724492905,1.2282396929701764,1.0538232804590286,0.15105660669014268
female,middle,heavy,30,0,189.05536230299998,27.58555993152076,87.52316219494361,7.79200828614104,55.795475550000006,34.726029585853915,28.894791837803137,19.209310529128317,185.321070854,36.30999254441624,57.3811577521556,12.370710593344457,185.321070854,36.30999254441624,57.3811577521556,12.370710593344457,2779.923290638,1891.8635013566584,598.253220813151,123.26103394289153,2714.9534228429998,1410.9954264282198,1000.8618382037359,49.717437973902,2382.983855262,1885.3399388092478,325.7666477548861,41.556037574942714,13.966897838,7.948212270031924,3.3000014140086917,1.0390249720938636,14.619660561,5.3839537891639795,3.8663012118476088,1.3420579687720813,4.4706392,3.464287107475126,1.0751553571340227,0.30063699760210133,4.724492905,1.2282396929701764,1.0538232804590286,0.15105660669014268
female,middle,heavy,30,50,189.05536230299998,27.58555993152076,87.52316219494361,7.79200828614104,55.795475550000006,34.726029585853915,28.894791837803137,19.209310529128317,185.321070854,36.30999254441624,57.3811577521556,12.370710593344457,179.571070854,36.30999254441624,53.613401531056944,11.79329926475299,2779.923290638,1891.8635013566584,598.253220813151,123.26103394289153,2714.9534228429998,1410.9954264282198,1000.8618382037359,49.717437973902,2382.983855262,1885.3399388092478,325.7666477548861,41.556037574942714,13.966897838,7.948212270031924,3.3000014140086917,1.0390249720938636,14.619660561,5.3839537891639795,3.8663012118476088,1.3420579687720813,4.4706392,3.464287107475126,1.0751553571340227,0.30063699760210133,4.724492905,1.2282396929701764,1.0538232804590286,0.15105660669014268
female,middle,heavy,30,100,189.05536230299998,27.58555993152076,87.52316219494361,7.79200828614104,55.795475550000006,34.726029585853915,28.894791837803137,19.209310529128317,185.321070854,36.30999254441624,57.3811577521556,12.370710593344457,173.821070854,36.30999254441624,50.667246619872984,11.389024977911815,2779.923290638,1891.8635013566584,598.253220813151,123.26103394289153,2714.9534228429998,1410.9954264282198,1000.8618382037359,49.717437973902,2382.983855262,1885.3399388092478,325.7666477548861,41.556037574942714,13.966897838,7.948212270031924,3.3000014140086917,1.0390249720938636,14.619660561,5.3839537891639795,3.8663012118476088,1.3420579687720813,4.4706392,3.464287107475126,1.0751553571340227,0.30063699760210133,4.724492905,1.2282396929701764,1.0538232804590286,0.15105660669014268
female,middle,heavy,30,150,189.05536230299998,27.58555993152076,87.52316219494361,7.79200828614104,55.795475550000006,34.726029585853915,28.894791837803137,19.209310529128317,185.321070854,36.30999254441624,57.3811577521556,12.370710593344457,168.071070854,36.30999254441624,50.003212183605385,10.149590015990198,2779.923290638,1891.8635013566584,598.253220813151,123.26103394289153,2714.9534228429998,1410.9954264282198,1000.8618382037359,49.717437973902,2382.983855262,1885.3399388092478,325.7666477548861,41.556037574942714,13.966897838,7.948212270031924,3.3000014140086917,1.0390249720938636,14.619660561,5.3839537891639795,3.8663012118476088,1.3420579687720813,4.4706392,3.464287107475126,1.0751553571340227,0.30063699760210133,4.724492905,1.2282396929701764,1.0538232804590286,0.15105660669014268
female,middle,heavy,30,200,189.05536230299998,27.58555993152076,87.52316219494361,7.79200828614104,55.795475550000006,34.726029585853915,28.894791837803137,19.209310529128317,185.321070854,36.30999254441624,57.3811577521556,12.370710593344457,162.321070854,36.30999254441624,49.082938445891,10.03201171865858,2779.923290638,1891.8635013566584,598.253220813151,123.26103394289153,2714.9534228429998,1410.9954264282198,1000.8618382037359,49.717437973902,2382.983855262,1885.3399388092478,325.7666477548861,41.556037574942714,13.966897838,7.948212270031924,3.3000014140086917,1.0390249720938636,14.619660561,5.3839537891639795,3.8663012118476088,1.3420579687720813,4.4706392,3.464287107475126,1.0751553571340227,0.30063699760210133,4.724492905,1.2282396929701764,1.0538232804590286,0.15105660669014268
female,middle,slim,10,0,168.03777342799998,23.009556328656014,81.22153879354451,6.297716616190712,50.159365354,31.31577743196505,27.54740535284107,17.466094002597806,93.164152524,32.144759742274545,47.84084338303206,19.238307392861987,93.164152524,32.144759742274545,47.84084338303206,19.238307392861987,2777.161541806,1890.3196284399996,595.7457751641696,122.42488005432718,2402.599896358,1092.0841171917318,992.7433506458704,46.119422787874754,2382.785405406,1883.957530017964,324.73314844500766,41.37725257451521,10.860381927999999,6.185579047976339,2.54697693761847,0.8005330466523544,11.369108061999999,4.209816195030574,2.9833580395935706,1.03336673821612,3.467212075,2.6909700904028937,0.8307140604349984,0.23381594236383185,3.687139802,0.9674562437502809,0.8183922152602987,0.11782998512214274
female,middle,slim,10,50,168.03777342799998,23.009556328656014,81.22153879354451,6.297716616190712,50.159365354,31.31577743196505,27.54740535284107,17.466094002597806,93.164152524,32.144759742274545,47.84084338303206,19.238307392861987,87.414152524,32.144759742274545,45.96899040051182,20.284800142278147,2777.161541806,1890.3196284399996,595.7457751641696,122.42488005432718,2402.599896358,1092.0841171917318,992.7433506458704,46.119422787874754,2382.785405406,1883.957530017964,324.73314844500766,41.37725257451521,10.860381927999999,6.185579047976339,2.54697693761847,0.8005330466523544,11.369108061999999,4.209816195030574,2.9833580395935706,1.03336673821612,3.467212075,2.6909700904028937,0.8307140604349984,0.23381594236383185,3.687139802,0.9674562437502809,0.8183922152602987,0.11782998512214274
female,middle,slim,10,100,168.03777342799998,23.009556328656014,81.22153879354451,6.297716616190712,50.159365354,31.31577743196505,27.54740535284107,17.466094002597806,93.164152524,32.144759742274545,47.84084338303206,19.238307392861987,81.664152524,32.144759742274545,43.0202577105632,19.749494485641055,2777.161541806,1890.3196284399996,595.7457751641696,122.42488005432718,2402.599896358,1092.0841171917318,992.7433506458704,46.119422787874754,2382.785405406,1883.957530017964,324.73314844500766,41.37725257451521,10.860381927999999,6.185579047976339,2.54697693761847,0.8005330466523544,11.369108061999999,4.209816195030574,2.9833580395935706,1.03336673821612,3.467212075,2.6909700904028937,0.8307140604349984,0.23381594236383185,3.687139802,0.9674562437502809,0.8183922152602987,0.11782998512214274
female,middle,slim,10,150,168.03777342799998,23.009556328656014,81.22153879354451,6.297716616190712,50.159365354,31.31577743196505,27.54740535284107,17.466094002597806,93.164152524,32.144759742274545,47.84084338303206,19.238307392861987,75.914152524,32.144759742274545,40.26768736332052,20.51709427633825,2777.161541806,1890.3196284399996,595.7457751641696,122.42488005432718,2402.599896358,1092.0841171917318,992.7433506458704,46.119422787874754,2382.785405406,1883.957530017964,324.73314844500766,41.37725257451521,10.860381927999999,6.185579047976339,2.54697693761847,0.8005330466523544,11.369108061999999,4.209816195030574,2.9833580395935706,1.03336673821612,3.467212075,2.6909700904028937,0.8307140604349984,0.23381594236383185,3.687139802,0.9674562437502809,0.8183922152602987,0.11782998512214274
