cond_id,sex,age,body_type,load_kg,suit_force_n,suit_torque_nm,motion,lumbar_peak,lumbar_mean,lumbar_ext_peak,lumbar_ext_mean,lumbar_ext_loaded_peak,lumbar_ext_loaded_mean,lumbar_bio_ext_peak,lumbar_bio_ext_mean,hip_r_peak,hip_r_mean,hip_l_peak,hip_l_mean,knee_r_peak,knee_r_mean,shoulder_r_peak,shoulder_r_mean,shoulder_l_peak,shoulder_l_mean,elbow_r_peak,elbow_r_mean,elbow_l_peak,elbow_l_mean
10,male,young,slim,10,50,5.75,neutral_stoop_down_R_002__A073,192.73948519,86.99099859482995,113.56641078,62.01036690750001,157.02471078,75.82339760567568,151.27471078,72.13488159277777,1395.47992919,572.4237696064625,1700.47729357,1150.7879735259864,899.31193706,338.67270287231287,16.06940356,4.499067136734694,16.63642907,5.48858144632653,4.15956913,1.0295479534693879,4.47666147,1.1273641618367347
11,male,young,slim,10,50,5.75,neutral_stoop_down_R_002__A079,182.17264181,99.74393741474026,0.0,0.0,36.41551224,17.31480684055556,30.665512239999998,15.965633039285715,5408.89455447,836.7746980737013,1610.73534755,1131.3502019043508,5437.84881886,438.67592957961034,15.1326839,2.1354721625974027,10.89781583,2.319958143831169,3.34209652,1.0090012781168833,4.22404896,0.9054784791558441
12,male,young,slim,10,50,5.75,neutral_stoop_down_R_002__A074,225.62210431,94.10180642111112,44.89211777,15.902802772857141,88.35041777,32.02181401045454,82.60041777,29.230185079,6695.15051624,854.7991592710606,1564.93186646,1140.1794188932322,5184.23300864,342.40364734595966,11.37640751,3.2955376807575765,12.51267876,4.048055145151515,2.56958892,0.739281670858586,5.35973696,0.8671986104040404
13,male,young,slim,10,50,5.75,neutral_stoop_down_R_002__A075,165.7547437,99.31638837767957,93.61469879,55.74449117230768,137.07299879,85.5406191432258,131.32299879,79.7906191432258,5589.11252111,749.7512040540331,4302.56716006,1148.8616442738673,5396.04050833,409.75355211386744,8.88547414,2.621607005027624,8.09843924,2.712666981270718,2.67162032,1.0739965124309392,2.91772297,0.9479721851381215
14,male,young,slim,10,50,5.75,neutral_stoop_down_R_002__A076,169.99354187,94.62327182622951,76.83461214,41.52767088969697,120.29291214,77.64768344054055,114.54291214,71.89768344054055,1620.82205396,681.6857186244808,1662.7285884,1111.6582535930602,1032.22060559,377.9854696103826,10.22210875,3.6989983901092898,16.43473087,3.296711352513661,3.42145534,1.1543286648633881,5.65341703,1.2263581912568304
15,male,young,slim,10,50,5.75,neutral_stoop_down_R_001__A077,194.71884657,88.16113031154471,101.7495074,53.382784737391304,145.2078074,78.24869304233333,139.4578074,77.99579272517859,2098.63377212,693.9768512559757,4138.23654646,1275.54504804626,1658.74604473,403.1545850322765,32.22302583,3.846528065609756,18.84334048,4.496720032845528,13.12426792,1.6145925856504064,5.12655802,1.104323006178862
16,male,young,slim,10,50,5.75,neutral_stoop_down_R_001__A078,174.00408465,85.08349838260001,41.10709587,24.660321643888892,84.56539587,44.53976201682927,78.81539587,40.89508318461538,1633.84649601,529.6352559249,3660.40573814,1204.6497592685,1140.06236365,345.92088576446673,7.21702286,1.5160955056333336,7.75638563,1.6943083512,3.46154656,1.0964890231333333,2.63051681,0.7912428831
17,male,young,slim,10,50,5.75,neutral_stoop_down_R_001__A080,218.95330128,106.85276158763358,47.22612465,24.740162431999998,90.68442465000001,55.10225788694444,84.93442465000001,50.86759650485715,1043.89777173,455.0027821032824,3798.43870042,1128.0107419690457,729.99050878,307.1282434042748,11.10459699,4.0106998243511445,19.50302419,4.615602987175572,2.62900543,0.7007417377099237,5.5963835,1.0170414247709925
18,male,young,slim,10,50,5.75,neutral_stoop_down_R_001__A081,181.95148236,98.71015471378882,43.62713122,29.43517442142857,87.08543122,34.659212135833336,81.33543122,31.828873350454547,1674.82911585,881.5536925680743,1573.91871769,1146.990272930994,1120.33019104,461.7447554640994,8.33038834,2.3525760955279504,6.4784332,2.507840856397516,2.40253285,0.8184720055900621,3.06047188,0.9256769360248448
19,male,young,slim,10,50,5.75,neutral_stoop_down_R_002__A082,243.68988576,105.54350177475409,17.30298912,9.72668513875,60.76128912,36.16634048545455,55.01128912,30.41634048545455,5516.52489039,755.3699034032242,4270.64838834,1242.7809677273224,5434.03101654,395.2157787673771,8.75281345,2.5128273369945355,18.20015335,4.539092963606557,3.56536287,0.7000177795628416,4.74156775,0.8406962153005465
20,male,young,slim,10,100,11.5,neutral_stoop_down_R_002__A073,192.73948519,86.99099859482995,113.56641078,62.01036690750001,157.02471078,75.82339760567568,145.52471078,68.42812332514288,1395.47992919,572.4237696064625,1700.47729357,1150.7879735259864,899.31193706,338.67270287231287,16.06940356,4.499067136734694,16.63642907,5.48858144632653,4.15956913,1.0295479534693879,4.47666147,1.1273641618367347
21,male,young,slim,10,100,11.5,neutral_stoop_down_R_002__A079,182.17264181,99.74393741474026,0.0,0.0,36.41551224,17.31480684055556,24.915512239999998,12.321468984166671,5408.89455447,836.7746980737013,1610.73534755,1131.3502019043508,5437.84881886,438.67592957961034,15.1326839,2.1354721625974027,10.89781583,2.319958143831169,3.34209652,1.0090012781168833,4.22404896,0.9054784791558441
22,male,young,slim,10,100,11.5,neutral_stoop_down_R_002__A074,225.62210431,94.10180642111112,44.89211777,15.902802772857141,88.35041777,32.02181401045454,76.85041777,24.834200916315787,6695.15051624,854.7991592710606,1564.93186646,1140.1794188932322,5184.23300864,342.40364734595966,11.37640751,3.2955376807575765,12.51267876,4.048055145151515,2.56958892,0.739281670858586,5.35973696,0.8671986104040404
23,male,young,slim,10,100,11.5,neutral_stoop_down_R_002__A075,165.7547437,99.31638837767957,93.61469879,55.74449117230768,137.07299879,85.5406191432258,125.57299879000001,82.24245796392857,5589.11252111,749.7512040540331,4302.56716006,1148.8616442738673,5396.04050833,409.75355211386744,8.88547414,2.621607005027624,8.09843924,2.712666981270718,2.67162032,1.0739965124309392,2.91772297,0.9479721851381215
24,male,young,slim,10,100,11.5,neutral_stoop_down_R_002__A076,169.99354187,94.62327182622951,76.83461214,41.52767088969697,120.29291214,77.64768344054055,108.79291214,70.07740963228572,1620.82205396,681.6857186244808,1662.7285884,1111.6582535930602,1032.22060559,377.9854696103826,10.22210875,3.6989983901092898,16.43473087,3.296711352513661,3.42145534,1.1543286648633881,5.65341703,1.2263581912568304
25,male,young,slim,10,100,11.5,neutral_stoop_down_R_001__A077,194.71884657,88.16113031154471,101.7495074,53.382784737391304,145.2078074,78.24869304233333,133.7078074,73.61082938363637,2098.63377212,693.9768512559757,4138.23654646,1275.54504804626,1658.74604473,403.1545850322765,32.22302583,3.846528065609756,18.84334048,4.496720032845528,13.12426792,1.6145925856504064,5.12655802,1.104323006178862
26,male,young,slim,10,100,11.5,neutral_stoop_down_R_001__A078,174.00408465,85.08349838260001,41.10709587,24.660321643888892,84.56539587,44.53976201682927,73.06539587,37.200426275135136,1633.84649601,529.6352559249,3660.40573814,1204.6497592685,1140.06236365,345.92088576446673,7.21702286,1.5160955056333336,7.75638563,1.6943083512,3.46154656,1.0964890231333333,2.63051681,0.7912428831
27,male,young,slim,10,100,11.5,neutral_stoop_down_R_001__A080,218.95330128,106.85276158763358,47.22612465,24.740162431999998,90.68442465000001,55.10225788694444,79.18442465000001,48.01929258424243,1043.89777173,455.0027821032824,3798.43870042,1128.0107419690457,729.99050878,307.1282434042748,11.10459699,4.0106998243511445,19.50302419,4.615602987175572,2.62900543,0.7007417377099237,5.5963835,1.0170414247709925
28,male,young,slim,10,100,11.5,neutral_stoop_down_R_001__A081,181.95148236,98.71015471378882,43.62713122,29.43517442142857,87.08543122,34.659212135833336,75.58543122,30.426077460526315,1674.82911585,881.5536925680743,1573.91871769,1146.990272930994,1120.33019104,461.7447554640994,8.33038834,2.3525760955279504,6.4784332,2.507840856397516,2.40253285,0.8184720055900621,3.06047188,0.9256769360248448
29,male,young,slim,10,100,11.5,neutral_stoop_down_R_002__A082,243.68988576,105.54350177475409,17.30298912,9.72668513875,60.76128912,36.16634048545455,49.26128912,28.813970142631575,5516.52489039,755.3699034032242,4270.64838834,1242.7809677273224,5434.03101654,395.2157787673771,8.75281345,2.5128273369945355,18.20015335,4.539092963606557,3.56536287,0.7000177795628416,4.74156775,0.8406962153005465
30,male,young,slim,10,150,17.25,neutral_stoop_down_R_002__A073,192.73948519,86.99099859482995,113.56641078,62.01036690750001,157.02471078,75.82339760567568,139.77471078,68.9335784871875,1395.47992919,572.4237696064625,1700.47729357,1150.7879735259864,899.31193706,338.67270287231287,16.06940356,4.499067136734694,16.63642907,5.48858144632653,4.15956913,1.0295479534693879,4.47666147,1.1273641618367347
31,male,young,slim,10,150,17.25,neutral_stoop_down_R_002__A079,182.17264181,99.74393741474026,0.0,0.0,36.41551224,17.31480684055556,19.165512239999998,8.654232454,5408.89455447,836.7746980737013,1610.73534755,1131.3502019043508,5437.84881886,438.67592957961034,15.1326839,2.1354721625974027,10.89781583,2.319958143831169,3.34209652,1.0090012781168833,4.22404896,0.9054784791558441
32,male,young,slim,10,150,17.25,neutral_stoop_down_R_002__A074,225.62210431,94.10180642111112,44.89211777,15.902802772857141,88.35041777,32.02181401045454,71.10041777,27.02716835214286,6695.15051624,854.7991592710606,1564.93186646,1140.1794188932322,5184.23300864,342.40364734595966,11.37640751,3.2955376807575765,12.51267876,4.048055145151515,2.56958892,0.739281670858586,5.35973696,0.8671986104040404
33,male,young,slim,10,150,17.25,neutral_stoop_down_R_002__A075,165.7547437,99.31638837767957,93.61469879,55.74449117230768,137.07299879,85.5406191432258,119.82299879000001,79.41113216666666,5589.11252111,749.7512040540331,4302.56716006,1148.8616442738673,5396.04050833,409.75355211386744,8.88547414,2.621607005027624,8.09843924,2.712666981270718,2.67162032,1.0739965124309392,2.91772297,0.9479721851381215
34,male,young,slim,10,150,17.25,neutral_stoop_down_R_002__A076,169.99354187,94.62327182622951,76.83461214,41.52767088969697,120.29291214,77.64768344054055,103.04291214,66.24903628529412,1620.82205396,681.6857186244808,1662.7285884,1111.6582535930602,1032.22060559,377.9854696103826,10.22210875,3.6989983901092898,16.43473087,3.296711352513661,3.42145534,1.1543286648633881,5.65341703,1.2263581912568304
35,male,young,slim,10,150,17.25,neutral_stoop_down_R_001__A077,194.71884657,88.16113031154471,101.7495074,53.382784737391304,145.2078074,78.24869304233333,127.95780740000001,70.52909225660378,2098.63377212,693.9768512559757,4138.23654646,1275.54504804626,1658.74604473,403.1545850322765,32.22302583,3.846528065609756,18.84334048,4.496720032845528,13.12426792,1.6145925856504064,5.12655802,1.104323006178862
36,male,young,slim,10,150,17.25,neutral_stoop_down_R_001__A078,174.00408465,85.08349838260001,41.10709587,24.660321643888892,84.56539587,44.53976201682927,67.31539587,35.62437248909091,1633.84649601,529.6352559249,3660.40573814,1204.6497592685,1140.06236365,345.92088576446673,7.21702286,1.5160955056333336,7.75638563,1.6943083512,3.46154656,1.0964890231333333,2.63051681,0.7912428831
37,male,young,slim,10,150,17.25,neutral_stoop_down_R_001__A080,218.95330128,106.85276158763358,47.22612465,24.740162431999998,90.68442465000001,55.10225788694444,73.43442465000001,42.26929258424243,1043.89777173,455.0027821032824,3798.43870042,1128.0107419690457,729.99050878,307.1282434042748,11.10459699,4.0106998243511445,19.50302419,4.615602987175572,2.62900543,0.7007417377099237,5.5963835,1.0170414247709925
38,male,young,slim,10,150,17.25,neutral_stoop_down_R_001__A081,181.95148236,98.71015471378882,43.62713122,29.43517442142857,87.08543122,34.659212135833336,69.83543122,26.180292877222225,1674.82911585,881.5536925680743,1573.91871769,1146.990272930994,1120.33019104,461.7447554640994,8.33038834,2.3525760955279504,6.4784332,2.507840856397516,2.40253285,0.8184720055900621,3.06047188,0.9256769360248448
39,male,young,slim,10,150,17.25,neutral_stoop_down_R_002__A082,243.68988576,105.54350177475409,17.30298912,9.72668513875,60.76128912,36.16634048545455,43.51128912,25.980302078235297,5516.52489039,755.3699034032242,4270.64838834,1242.7809677273224,5434.03101654,395.2157787673771,8.75281345,2.5128273369945355,18.20015335,4.539092963606557,3.56536287,0.7000177795628416,4.74156775,0.8406962153005465
40,male,young,slim,10,200,23.0,neutral_stoop_down_R_002__A073,192.73948519,86.99099859482995,113.56641078,62.01036690750001,157.02471078,75.82339760567568,134.02471078,70.07544773689655,1395.47992919,572.4237696064625,1700.47729357,1150.7879735259864,899.31193706,338.67270287231287,16.06940356,4.499067136734694,16.63642907,5.48858144632653,4.15956913,1.0295479534693879,4.47666147,1.1273641618367347
41,male,young,slim,10,200,23.0,neutral_stoop_down_R_002__A079,182.17264181,99.74393741474026,0.0,0.0,36.41551224,17.31480684055556,13.415512239999998,7.465415856000002,5408.89455447,836.7746980737013,1610.73534755,1131.3502019043508,5437.84881886,438.67592957961034,15.1326839,2.1354721625974027,10.89781583,2.319958143831169,3.34209652,1.0090012781168833,4.22404896,0.9054784791558441
42,male,young,slim,10,200,23.0,neutral_stoop_down_R_002__A074,225.62210431,94.10180642111112,44.89211777,15.902802772857141,88.35041777,32.02181401045454,65.35041777,23.300273465384617,6695.15051624,854.7991592710606,1564.93186646,1140.1794188932322,5184.23300864,342.40364734595966,11.37640751,3.2955376807575765,12.51267876,4.048055145151515,2.56958892,0.739281670858586,5.35973696,0.8671986104040404
43,male,young,slim,10,200,23.0,neutral_stoop_down_R_002__A075,165.7547437,99.31638837767957,93.61469879,55.74449117230768,137.07299879,85.5406191432258,114.07299879000001,73.66113216666666,5589.11252111,749.7512040540331,4302.56716006,1148.8616442738673,5396.04050833,409.75355211386744,8.88547414,2.621607005027624,8.09843924,2.712666981270718,2.67162032,1.0739965124309392,2.91772297,0.9479721851381215
44,male,young,slim,10,200,23.0,neutral_stoop_down_R_002__A076,169.99354187,94.62327182622951,76.83461214,41.52767088969697,120.29291214,77.64768344054055,97.29291214,60.499036285294125,1620.82205396,681.6857186244808,1662.7285884,1111.6582535930602,1032.22060559,377.9854696103826,10.22210875,3.6989983901092898,16.43473087,3.296711352513661,3.42145534,1.1543286648633881,5.65341703,1.2263581912568304
45,male,young,slim,10,200,23.0,neutral_stoop_down_R_001__A077,194.71884657,88.16113031154471,101.7495074,53.382784737391304,145.2078074,78.24869304233333,122.20780740000001,67.50068097196078,2098.63377212,693.9768512559757,4138.23654646,1275.54504804626,1658.74604473,403.1545850322765,32.22302583,3.846528065609756,18.84334048,4.496720032845528,13.12426792,1.6145925856504064,5.12655802,1.104323006178862
46,male,young,slim,10,200,23.0,neutral_stoop_down_R_001__A078,174.00408465,85.08349838260001,41.10709587,24.660321643888892,84.56539587,44.53976201682927,61.56539587,30.897092115937504,1633.84649601,529.6352559249,3660.40573814,1204.6497592685,1140.06236365,345.92088576446673,7.21702286,1.5160955056333336,7.75638563,1.6943083512,3.46154656,1.0964890231333333,2.63051681,0.7912428831
47,male,young,slim,10,200,23.0,neutral_stoop_down_R_001__A080,218.95330128,106.85276158763358,47.22612465,24.740162431999998,90.68442465000001,55.10225788694444,67.68442465000001,37.828805526562505,1043.89777173,455.0027821032824,3798.43870042,1128.0107419690457,729.99050878,307.1282434042748,11.10459699,4.0106998243511445,19.50302419,4.615602987175572,2.62900543,0.7007417377099237,5.5963835,1.0170414247709925
48,male,young,slim,10,200,23.0,neutral_stoop_down_R_001__A081,181.95148236,98.71015471378882,43.62713122,29.43517442142857,87.08543122,34.659212135833336,64.08543122,29.16930340769231,1674.82911585,881.5536925680743,1573.91871769,1146.990272930994,1120.33019104,461.7447554640994,8.33038834,2.3525760955279504,6.4784332,2.507840856397516,2.40253285,0.8184720055900621,3.06047188,0.9256769360248448
49,male,young,slim,10,200,23.0,neutral_stoop_down_R_002__A082,243.68988576,105.54350177475409,17.30298912,9.72668513875,60.76128912,36.16634048545455,37.76128912,23.43050224066667,5516.52489039,755.3699034032242,4270.64838834,1242.7809677273224,5434.03101654,395.2157787673771,8.75281345,2.5128273369945355,18.20015335,4.539092963606557,3.56536287,0.7000177795628416,4.74156775,0.8406962153005465
50,male,young,slim,20,0,0.0,neutral_stoop_down_R_002__A073,192.73948519,86.99099859482995,113.56641078,62.01036690750001,200.48301078,68.61832974864866,200.48301078,68.61832974864866,1395.47992919,572.4237696064625,1700.47729357,1150.7879735259864,899.31193706,338.67270287231287,16.06940356,4.499067136734694,16.63642907,5.48858144632653,4.15956913,1.0295479534693879,4.47666147,1.1273641618367347
51,male,young,slim,20,0,0.0,neutral_stoop_down_R_002__A079,182.17264181,99.74393741474026,0.0,0.0,79.87381224,36.154521217399996,79.87381224,36.154521217399996,5408.89455447,836.7746980737013,1610.73534755,1131.3502019043508,5437.84881886,438.67592957961034,15.1326839,2.1354721625974027,10.89781583,2.319958143831169,3.34209652,1.0090012781168833,4.22404896,0.9054784791558441
52,male,young,slim,20,0,0.0,neutral_stoop_down_R_002__A074,225.62210431,94.10180642111112,44.89211777,15.902802772857141,131.80871777,35.060272178000005,131.80871777,35.060272178000005,6695.15051624,854.7991592710606,1564.93186646,1140.1794188932322,5184.23300864,342.40364734595966,11.37640751,3.2955376807575765,12.51267876,4.048055145151515,2.56958892,0.739281670858586,5.35973696,0.8671986104040404
53,male,young,slim,20,0,0.0,neutral_stoop_down_R_002__A075,165.7547437,99.31638837767957,93.61469879,55.74449117230768,180.53129879,71.54708226,180.53129879,71.54708226,5589.11252111,749.7512040540331,4302.56716006,1148.8616442738673,5396.04050833,409.75355211386744,8.88547414,2.621607005027624,8.09843924,2.712666981270718,2.67162032,1.0739965124309392,2.91772297,0.9479721851381215
54,male,young,slim,20,0,0.0,neutral_stoop_down_R_002__A076,169.99354187,94.62327182622951,76.83461214,41.52767088969697,163.75121214,78.80153628507937,163.75121214,78.80153628507937,1620.82205396,681.6857186244808,1662.7285884,1111.6582535930602,1032.22060559,377.9854696103826,10.22210875,3.6989983901092898,16.43473087,3.296711352513661,3.42145534,1.1543286648633881,5.65341703,1.2263581912568304
55,male,young,slim,20,0,0.0,neutral_stoop_down_R_001__A077,194.71884657,88.16113031154471,101.7495074,53.382784737391304,188.6661074,71.87703758614035,188.6661074,71.87703758614035,2098.63377212,693.9768512559757,4138.23654646,1275.54504804626,1658.74604473,403.1545850322765,32.22302583,3.846528065609756,18.84334048,4.496720032845528,13.12426792,1.6145925856504064,5.12655802,1.104323006178862
56,male,young,slim,20,0,0.0,neutral_stoop_down_R_001__A078,174.00408465,85.08349838260001,41.10709587,24.660321643888892,128.02369587,42.83888172504588,128.02369587,42.83888172504588,1633.84649601,529.6352559249,3660.40573814,1204.6497592685,1140.06236365,345.92088576446673,7.21702286,1.5160955056333336,7.75638563,1.6943083512,3.46154656,1.0964890231333333,2.63051681,0.7912428831
57,male,young,slim,20,0,0.0,neutral_stoop_down_R_001__A080,218.95330128,106.85276158763358,47.22612465,24.740162431999998,134.14272465,68.09066463714286,134.14272465,68.09066463714286,1043.89777173,455.0027821032824,3798.43870042,1128.0107419690457,729.99050878,307.1282434042748,11.10459699,4.0106998243511445,19.50302419,4.615602987175572,2.62900543,0.7007417377099237,5.5963835,1.0170414247709925
58,male,young,slim,20,0,0.0,neutral_stoop_down_R_001__A081,181.95148236,98.71015471378882,43.62713122,29.43517442142857,130.54373122,47.91764710179999,130.54373122,47.91764710179999,1674.82911585,881.5536925680743,1573.91871769,1146.990272930994,1120.33019104,461.7447554640994,8.33038834,2.3525760955279504,6.4784332,2.507840856397516,2.40253285,0.8184720055900621,3.06047188,0.9256769360248448
59,male,young,slim,20,0,0.0,neutral_stoop_down_R_002__A082,243.68988576,105.54350177475409,17.30298912,9.72668513875,104.21958912,44.278392913541666,104.21958912,44.278392913541666,5516.52489039,755.3699034032242,4270.64838834,1242.7809677273224,5434.03101654,395.2157787673771,8.75281345,2.5128273369945355,18.20015335,4.539092963606557,3.56536287,0.7000177795628416,4.74156775,0.8406962153005465
60,male,young,slim,20,50,5.75,neutral_stoop_down_R_002__A073,192.73948519,86.99099859482995,113.56641078,62.01036690750001,200.48301078,68.61832974864866,194.73301078,68.55824920529412,1395.47992919,572.4237696064625,1700.47729357,1150.7879735259864,899.31193706,338.67270287231287,16.06940356,4.499067136734694,16.63642907,5.48858144632653,4.15956913,1.0295479534693879,4.47666147,1.1273641618367347
61,male,young,slim,20,50,5.75,neutral_stoop_down_R_002__A079,182.17264181,99.74393741474026,0.0,0.0,79.87381224,36.154521217399996,74.12381224,33.22832878217391,5408.89455447,836.7746980737013,1610.73534755,1131.3502019043508,5437.84881886,438.67592957961034,15.1326839,2.1354721625974027,10.89781583,2.319958143831169,3.34209652,1.0090012781168833,4.22404896,0.9054784791558441
62,male,young,slim,20,50,5.75,neutral_stoop_down_R_002__A074,225.62210431,94.10180642111112,44.89211777,15.902802772857141,131.80871777,35.060272178000005,126.05871776999999,36.038057628448286,6695.15051624,854.7991592710606,1564.93186646,1140.1794188932322,5184.23300864,342.40364734595966,11.37640751,3.2955376807575765,12.51267876,4.048055145151515,2.56958892,0.739281670858586,5.35973696,0.8671986104040404
63,male,young,slim,20,50,5.75,neutral_stoop_down_R_002__A075,165.7547437,99.31638837767957,93.61469879,55.74449117230768,180.53129879,71.54708226,174.78129879,77.47256132113208,5589.11252111,749.7512040540331,4302.56716006,1148.8616442738673,5396.04050833,409.75355211386744,8.88547414,2.621607005027624,8.09843924,2.712666981270718,2.67162032,1.0739965124309392,2.91772297,0.9479721851381215
64,male,young,slim,20,50,5.75,neutral_stoop_down_R_002__A076,169.99354187,94.62327182622951,76.83461214,41.52767088969697,163.75121214,78.80153628507937,158.00121214,81.16407989649123,1620.82205396,681.6857186244808,1662.7285884,1111.6582535930602,1032.22060559,377.9854696103826,10.22210875,3.6989983901092898,16.43473087,3.296711352513661,3.42145534,1.1543286648633881,5.65341703,1.2263581912568304
65,male,young,slim,20,50,5.75,neutral_stoop_down_R_001__A077,194.71884657,88.16113031154471,101.7495074,53.382784737391304,188.6661074,71.87703758614035,182.9161074,72.04053738971429,2098.63377212,693.9768512559757,4138.23654646,1275.54504804626,1658.74604473,403.1545850322765,32.22302583,3.846528065609756,18.84334048,4.496720032845528,13.12426792,1.6145925856504064,5.12655802,1.104323006178862
66,male,young,slim,20,50,5.75,neutral_stoop_down_R_001__A078,174.00408465,85.08349838260001,41.10709587,24.660321643888892,128.02369587,42.83888172504588,122.27369587000001,45.06925180197801,1633.84649601,529.6352559249,3660.40573814,1204.6497592685,1140.06236365,345.92088576446673,7.21702286,1.5160955056333336,7.75638563,1.6943083512,3.46154656,1.0964890231333333,2.63051681,0.7912428831
67,male,young,slim,20,50,5.75,neutral_stoop_down_R_001__A080,218.95330128,106.85276158763358,47.22612465,24.740162431999998,134.14272465,68.09066463714286,128.39272465,70.1738199908,1043.89777173,455.0027821032824,3798.43870042,1128.0107419690457,729.99050878,307.1282434042748,11.10459699,4.0106998243511445,19.50302419,4.615602987175572,2.62900543,0.7007417377099237,5.5963835,1.0170414247709925
68,male,young,slim,20,50,5.75,neutral_stoop_down_R_001__A081,181.95148236,98.71015471378882,43.62713122,29.43517442142857,130.54373122,47.91764710179999,124.79373122000001,47.16425624177778,1674.82911585,881.5536925680743,1573.91871769,1146.990272930994,1120.33019104,461.7447554640994,8.33038834,2.3525760955279504,6.4784332,2.507840856397516,2.40253285,0.8184720055900621,3.06047188,0.9256769360248448
