cond_id,sex,age,body_type,load_kg,suit_force_n,suit_torque_nm,motion,lumbar_peak,lumbar_mean,lumbar_ext_peak,lumbar_ext_mean,lumbar_ext_loaded_peak,lumbar_ext_loaded_mean,lumbar_bio_ext_peak,lumbar_bio_ext_mean,hip_r_peak,hip_r_mean,hip_l_peak,hip_l_mean,knee_r_peak,knee_r_mean,shoulder_r_peak,shoulder_r_mean,shoulder_l_peak,shoulder_l_mean,elbow_r_peak,elbow_r_mean,elbow_l_peak,elbow_l_mean
453,male,middle,slim,10,0,0.0,neutral_stoop_down_R_002__A075,152.46581176,88.44531247618784,83.49007496,48.55311004769231,126.94837496,72.71890393470589,126.94837496,72.71890393470589,4750.74537359,639.2403967960776,4080.60207358,985.2577920249173,4587.40928204,349.0644490647514,8.88547414,2.621607005027624,8.09843924,2.712666981270718,2.67162032,1.0739965124309392,2.91772297,0.9479721851381215
454,male,middle,slim,10,0,0.0,neutral_stoop_down_R_002__A076,156.90907848,84.42609840338798,71.63232332,38.72990351000001,115.09062331999999,68.76426137682928,115.09062331999999,68.76426137682928,1377.01076505,580.708103334317,1416.72758459,945.6835650506011,876.78048543,321.9377265254645,10.22210875,3.6989983901092898,16.43473087,3.296711352513661,3.42145534,1.1543286648633881,5.65341703,1.2263581912568304
455,male,middle,slim,10,0,0.0,neutral_stoop_down_R_001__A077,181.79333789,78.03499033337398,94.82378633,49.01847315787234,138.28208633,72.53993264015625,138.28208633,72.53993264015625,1787.53313688,590.7788404814228,3900.14459033,1092.801463572642,1409.95658237,343.31934889849595,32.22302583,3.846528065609756,18.84334048,4.496720032845528,13.12426792,1.6145925856504064,5.12655802,1.104323006178862
456,male,middle,slim,10,0,0.0,neutral_stoop_down_R_001__A078,161.256999,74.0163775662,36.86747022,20.504370798421053,80.32577022000001,40.351921771914895,80.32577022000001,40.351921771914895,1392.73929863,451.2246737336333,3511.22398864,1032.1810026589,968.68869884,294.38680289393335,7.21702286,1.5160955056333336,7.75638563,1.6943083512,3.46154656,1.0964890231333333,2.63051681,0.7912428831
457,male,middle,slim,10,0,0.0,neutral_stoop_down_R_001__A080,206.61804772,95.70194477870228,42.77080706,22.232592523199997,86.22910706,52.51972342108108,86.22910706,52.51972342108108,889.62309921,387.6328917246947,3652.28041311,969.8469856733586,619.27932549,261.48289735316797,11.10459699,4.0106998243511445,19.50302419,4.615602987175572,2.62900543,0.7007417377099237,5.5963835,1.0170414247709925
458,male,middle,slim,10,0,0.0,neutral_stoop_down_R_001__A081,169.47075937,88.63977731875777,36.89676481,22.893630019999996,80.35506481,33.112894505652164,80.35506481,33.112894505652164,1422.13297855,751.7261451354036,1341.02015408,976.7626325154658,951.61457434,393.3360195600621,8.33038834,2.3525760955279504,6.4784332,2.507840856397516,2.40253285,0.8184720055900621,3.06047188,0.9256769360248448
459,male,middle,slim,10,0,0.0,neutral_stoop_down_R_002__A082,230.24862656,94.27742037628416,20.52859312,10.358590431428572,63.986893120000005,34.044413194583335,63.986893120000005,34.044413194583335,4689.46390893,643.6862241987432,4045.75914499,1064.582141137213,4618.69485116,336.7242203728961,8.75281345,2.5128273369945355,18.20015335,4.539092963606557,3.56536287,0.7000177795628416,4.74156775,0.8406962153005465
460,male,middle,slim,10,50,5.75,neutral_stoop_down_R_002__A073,180.18156755,77.2109423252381,104.68746365,55.78361587958333,148.14576365,64.97411339380953,142.39576365,65.69655574263157,1183.28381047,487.3536019094558,1448.4511371,979.0115706044895,764.70519488,288.4873157210884,16.06940356,4.499067136734694,16.63642907,5.48858144632653,4.15956913,1.0295479534693879,4.47666147,1.1273641618367347
461,male,middle,slim,10,50,5.75,neutral_stoop_down_R_002__A079,169.22319885,89.69688626285715,0.0,0.0,36.28455926,17.437981758333336,30.53455926,14.831442725999999,4601.81212146,713.772395244026,1375.65852758,963.3537584070779,4624.06967291,373.6273647657792,15.1326839,2.1354721625974027,10.89781583,2.319958143831169,3.34209652,1.0090012781168833,4.22404896,0.9054784791558441
462,male,middle,slim,10,50,5.75,neutral_stoop_down_R_002__A074,212.32756627,83.75172710161617,45.8037887,15.469846192857142,89.26208869999999,32.64857811636364,83.51208869999999,28.321888423333327,5695.68258417,728.0423860220202,1336.48819282,970.1861184664142,4407.97838564,291.8553346929798,11.37640751,3.2955376807575765,12.51267876,4.048055145151515,2.56958892,0.739281670858586,5.35973696,0.8671986104040404
463,male,middle,slim,10,50,5.75,neutral_stoop_down_R_002__A075,152.46581176,88.44531247618784,83.49007496,48.55311004769231,126.94837496,72.71890393470589,121.19837496,73.8773241,4750.74537359,639.2403967960776,4080.60207358,985.2577920249173,4587.40928204,349.0644490647514,8.88547414,2.621607005027624,8.09843924,2.712666981270718,2.67162032,1.0739965124309392,2.91772297,0.9479721851381215
464,male,middle,slim,10,50,5.75,neutral_stoop_down_R_002__A076,156.90907848,84.42609840338798,71.63232332,38.72990351000001,115.09062331999999,68.76426137682928,109.34062331999999,68.07716220657895,1377.01076505,580.708103334317,1416.72758459,945.6835650506011,876.78048543,321.9377265254645,10.22210875,3.6989983901092898,16.43473087,3.296711352513661,3.42145534,1.1543286648633881,5.65341703,1.2263581912568304
465,male,middle,slim,10,50,5.75,neutral_stoop_down_R_001__A077,181.79333789,78.03499033337398,94.82378633,49.01847315787234,138.28208633,72.53993264015625,132.53208633,69.03269064854838,1787.53313688,590.7788404814228,3900.14459033,1092.801463572642,1409.95658237,343.31934889849595,32.22302583,3.846528065609756,18.84334048,4.496720032845528,13.12426792,1.6145925856504064,5.12655802,1.104323006178862
466,male,middle,slim,10,50,5.75,neutral_stoop_down_R_001__A078,161.256999,74.0163775662,36.86747022,20.504370798421053,80.32577022000001,40.351921771914895,74.57577022000001,37.16050086068182,1392.73929863,451.2246737336333,3511.22398864,1032.1810026589,968.68869884,294.38680289393335,7.21702286,1.5160955056333336,7.75638563,1.6943083512,3.46154656,1.0964890231333333,2.63051681,0.7912428831
467,male,middle,slim,10,50,5.75,neutral_stoop_down_R_001__A080,206.61804772,95.70194477870228,42.77080706,22.232592523199997,86.22910706,52.51972342108108,80.47910706,48.152433225555555,889.62309921,387.6328917246947,3652.28041311,969.8469856733586,619.27932549,261.48289735316797,11.10459699,4.0106998243511445,19.50302419,4.615602987175572,2.62900543,0.7007417377099237,5.5963835,1.0170414247709925
468,male,middle,slim,10,50,5.75,neutral_stoop_down_R_001__A081,169.47075937,88.63977731875777,36.89676481,22.893630019999996,80.35506481,33.112894505652164,74.60506481,28.658383058181816,1422.13297855,751.7261451354036,1341.02015408,976.7626325154658,951.61457434,393.3360195600621,8.33038834,2.3525760955279504,6.4784332,2.507840856397516,2.40253285,0.8184720055900621,3.06047188,0.9256769360248448
469,male,middle,slim,10,50,5.75,neutral_stoop_down_R_002__A082,230.24862656,94.27742037628416,20.52859312,10.358590431428572,63.986893120000005,34.044413194583335,58.236893120000005,29.63888280521739,4689.46390893,643.6862241987432,4045.75914499,1064.582141137213,4618.69485116,336.7242203728961,8.75281345,2.5128273369945355,18.20015335,4.539092963606557,3.56536287,0.7000177795628416,4.74156775,0.8406962153005465
470,male,middle,slim,10,100,11.5,neutral_stoop_down_R_002__A073,180.18156755,77.2109423252381,104.68746365,55.78361587958333,148.14576365,64.97411339380953,136.64576365,63.41035212111111,1183.28381047,487.3536019094558,1448.4511371,979.0115706044895,764.70519488,288.4873157210884,16.06940356,4.499067136734694,16.63642907,5.48858144632653,4.15956913,1.0295479534693879,4.47666147,1.1273641618367347
471,male,middle,slim,10,100,11.5,neutral_stoop_down_R_002__A079,169.22319885,89.69688626285715,0.0,0.0,36.28455926,17.437981758333336,24.78455926,12.099152330833334,4601.81212146,713.772395244026,1375.65852758,963.3537584070779,4624.06967291,373.6273647657792,15.1326839,2.1354721625974027,10.89781583,2.319958143831169,3.34209652,1.0090012781168833,4.22404896,0.9054784791558441
472,male,middle,slim,10,100,11.5,neutral_stoop_down_R_002__A074,212.32756627,83.75172710161617,45.8037887,15.469846192857142,89.26208869999999,32.64857811636364,77.76208869999999,26.723829856111113,5695.68258417,728.0423860220202,1336.48819282,970.1861184664142,4407.97838564,291.8553346929798,11.37640751,3.2955376807575765,12.51267876,4.048055145151515,2.56958892,0.739281670858586,5.35973696,0.8671986104040404
473,male,middle,slim,10,100,11.5,neutral_stoop_down_R_002__A075,152.46581176,88.44531247618784,83.49007496,48.55311004769231,126.94837496,72.71890393470589,115.44837496,75.53364888535712,4750.74537359,639.2403967960776,4080.60207358,985.2577920249173,4587.40928204,349.0644490647514,8.88547414,2.621607005027624,8.09843924,2.712666981270718,2.67162032,1.0739965124309392,2.91772297,0.9479721851381215
474,male,middle,slim,10,100,11.5,neutral_stoop_down_R_002__A076,156.90907848,84.42609840338798,71.63232332,38.72990351000001,115.09062331999999,68.76426137682928,103.59062331999999,64.08401262864865,1377.01076505,580.708103334317,1416.72758459,945.6835650506011,876.78048543,321.9377265254645,10.22210875,3.6989983901092898,16.43473087,3.296711352513661,3.42145534,1.1543286648633881,5.65341703,1.2263581912568304
475,male,middle,slim,10,100,11.5,neutral_stoop_down_R_001__A077,181.79333789,78.03499033337398,94.82378633,49.01847315787234,138.28208633,72.53993264015625,126.78208633,67.90914828637932,1787.53313688,590.7788404814228,3900.14459033,1092.801463572642,1409.95658237,343.31934889849595,32.22302583,3.846528065609756,18.84334048,4.496720032845528,13.12426792,1.6145925856504064,5.12655802,1.104323006178862
476,male,middle,slim,10,100,11.5,neutral_stoop_down_R_001__A078,161.256999,74.0163775662,36.86747022,20.504370798421053,80.32577022000001,40.351921771914895,68.82577022000001,35.8613603051282,1392.73929863,451.2246737336333,3511.22398864,1032.1810026589,968.68869884,294.38680289393335,7.21702286,1.5160955056333336,7.75638563,1.6943083512,3.46154656,1.0964890231333333,2.63051681,0.7912428831
477,male,middle,slim,10,100,11.5,neutral_stoop_down_R_001__A080,206.61804772,95.70194477870228,42.77080706,22.232592523199997,86.22910706,52.51972342108108,74.72910706,43.65132468342857,889.62309921,387.6328917246947,3652.28041311,969.8469856733586,619.27932549,261.48289735316797,11.10459699,4.0106998243511445,19.50302419,4.615602987175572,2.62900543,0.7007417377099237,5.5963835,1.0170414247709925
478,male,middle,slim,10,100,11.5,neutral_stoop_down_R_001__A081,169.47075937,88.63977731875777,36.89676481,22.893630019999996,80.35506481,33.112894505652164,68.85506481,24.2436435152381,1422.13297855,751.7261451354036,1341.02015408,976.7626325154658,951.61457434,393.3360195600621,8.33038834,2.3525760955279504,6.4784332,2.507840856397516,2.40253285,0.8184720055900621,3.06047188,0.9256769360248448
479,male,middle,slim,10,100,11.5,neutral_stoop_down_R_002__A082,230.24862656,94.27742037628416,20.52859312,10.358590431428572,63.986893120000005,34.044413194583335,52.486893120000005,26.319226779047614,4689.46390893,643.6862241987432,4045.75914499,1064.582141137213,4618.69485116,336.7242203728961,8.75281345,2.5128273369945355,18.20015335,4.539092963606557,3.56536287,0.7000177795628416,4.74156775,0.8406962153005465
480,male,middle,slim,10,150,17.25,neutral_stoop_down_R_002__A073,180.18156755,77.2109423252381,104.68746365,55.78361587958333,148.14576365,64.97411339380953,130.89576365,61.115635153823526,1183.28381047,487.3536019094558,1448.4511371,979.0115706044895,764.70519488,288.4873157210884,16.06940356,4.499067136734694,16.63642907,5.48858144632653,4.15956913,1.0295479534693879,4.47666147,1.1273641618367347
481,male,middle,slim,10,150,17.25,neutral_stoop_down_R_002__A079,169.22319885,89.69688626285715,0.0,0.0,36.28455926,17.437981758333336,19.03455926,7.8292969270000015,4601.81212146,713.772395244026,1375.65852758,963.3537584070779,4624.06967291,373.6273647657792,15.1326839,2.1354721625974027,10.89781583,2.319958143831169,3.34209652,1.0090012781168833,4.22404896,0.9054784791558441
482,male,middle,slim,10,150,17.25,neutral_stoop_down_R_002__A074,212.32756627,83.75172710161617,45.8037887,15.469846192857142,89.26208869999999,32.64857811636364,72.01208869999999,23.787772132500002,5695.68258417,728.0423860220202,1336.48819282,970.1861184664142,4407.97838564,291.8553346929798,11.37640751,3.2955376807575765,12.51267876,4.048055145151515,2.56958892,0.739281670858586,5.35973696,0.8671986104040404
483,male,middle,slim,10,150,17.25,neutral_stoop_down_R_002__A075,152.46581176,88.44531247618784,83.49007496,48.55311004769231,126.94837496,72.71890393470589,109.69837496,72.4444922351852,4750.74537359,639.2403967960776,4080.60207358,985.2577920249173,4587.40928204,349.0644490647514,8.88547414,2.621607005027624,8.09843924,2.712666981270718,2.67162032,1.0739965124309392,2.91772297,0.9479721851381215
484,male,middle,slim,10,150,17.25,neutral_stoop_down_R_002__A076,156.90907848,84.42609840338798,71.63232332,38.72990351000001,115.09062331999999,68.76426137682928,97.84062331999999,61.844274476285705,1377.01076505,580.708103334317,1416.72758459,945.6835650506011,876.78048543,321.9377265254645,10.22210875,3.6989983901092898,16.43473087,3.296711352513661,3.42145534,1.1543286648633881,5.65341703,1.2263581912568304
485,male,middle,slim,10,150,17.25,neutral_stoop_down_R_001__A077,181.79333789,78.03499033337398,94.82378633,49.01847315787234,138.28208633,72.53993264015625,121.03208633,65.75296358072727,1787.53313688,590.7788404814228,3900.14459033,1092.801463572642,1409.95658237,343.31934889849595,32.22302583,3.846528065609756,18.84334048,4.496720032845528,13.12426792,1.6145925856504064,5.12655802,1.104323006178862
486,male,middle,slim,10,150,17.25,neutral_stoop_down_R_001__A078,161.256999,74.0163775662,36.86747022,20.504370798421053,80.32577022000001,40.351921771914895,63.07577022000001,30.1113603051282,1392.73929863,451.2246737336333,3511.22398864,1032.1810026589,968.68869884,294.38680289393335,7.21702286,1.5160955056333336,7.75638563,1.6943083512,3.46154656,1.0964890231333333,2.63051681,0.7912428831
487,male,middle,slim,10,150,17.25,neutral_stoop_down_R_001__A080,206.61804772,95.70194477870228,42.77080706,22.232592523199997,86.22910706,52.51972342108108,68.97910706,40.42097472515152,889.62309921,387.6328917246947,3652.28041311,969.8469856733586,619.27932549,261.48289735316797,11.10459699,4.0106998243511445,19.50302419,4.615602987175572,2.62900543,0.7007417377099237,5.5963835,1.0170414247709925
488,male,middle,slim,10,150,17.25,neutral_stoop_down_R_001__A081,169.47075937,88.63977731875777,36.89676481,22.893630019999996,80.35506481,33.112894505652164,63.10506481,25.245368870625,1422.13297855,751.7261451354036,1341.02015408,976.7626325154658,951.61457434,393.3360195600621,8.33038834,2.3525760955279504,6.4784332,2.507840856397516,2.40253285,0.8184720055900621,3.06047188,0.9256769360248448
489,male,middle,slim,10,150,17.25,neutral_stoop_down_R_002__A082,230.24862656,94.27742037628416,20.52859312,10.358590431428572,63.986893120000005,34.044413194583335,46.736893120000005,23.082190402105265,4689.46390893,643.6862241987432,4045.75914499,1064.582141137213,4618.69485116,336.7242203728961,8.75281345,2.5128273369945355,18.20015335,4.539092963606557,3.56536287,0.7000177795628416,4.74156775,0.8406962153005465
490,male,middle,slim,10,200,23.0,neutral_stoop_down_R_002__A073,180.18156755,77.2109423252381,104.68746365,55.78361587958333,148.14576365,64.97411339380953,125.14576364999999,62.90327072866667,1183.28381047,487.3536019094558,1448.4511371,979.0115706044895,764.70519488,288.4873157210884,16.06940356,4.499067136734694,16.63642907,5.48858144632653,4.15956913,1.0295479534693879,4.47666147,1.1273641618367347
491,male,middle,slim,10,200,23.0,neutral_stoop_down_R_002__A079,169.22319885,89.69688626285715,0.0,0.0,36.28455926,17.437981758333336,13.284559260000002,5.559616061666669,4601.81212146,713.772395244026,1375.65852758,963.3537584070779,4624.06967291,373.6273647657792,15.1326839,2.1354721625974027,10.89781583,2.319958143831169,3.34209652,1.0090012781168833,4.22404896,0.9054784791558441
492,male,middle,slim,10,200,23.0,neutral_stoop_down_R_002__A074,212.32756627,83.75172710161617,45.8037887,15.469846192857142,89.26208869999999,32.64857811636364,66.26208869999999,23.102898882307695,5695.68258417,728.0423860220202,1336.48819282,970.1861184664142,4407.97838564,291.8553346929798,11.37640751,3.2955376807575765,12.51267876,4.048055145151515,2.56958892,0.739281670858586,5.35973696,0.8671986104040404
493,male,middle,slim,10,200,23.0,neutral_stoop_down_R_002__A075,152.46581176,88.44531247618784,83.49007496,48.55311004769231,126.94837496,72.71890393470589,103.94837496,66.6944922351852,4750.74537359,639.2403967960776,4080.60207358,985.2577920249173,4587.40928204,349.0644490647514,8.88547414,2.621607005027624,8.09843924,2.712666981270718,2.67162032,1.0739965124309392,2.91772297,0.9479721851381215
494,male,middle,slim,10,200,23.0,neutral_stoop_down_R_002__A076,156.90907848,84.42609840338798,71.63232332,38.72990351000001,115.09062331999999,68.76426137682928,92.09062331999999,57.86245074794118,1377.01076505,580.708103334317,1416.72758459,945.6835650506011,876.78048543,321.9377265254645,10.22210875,3.6989983901092898,16.43473087,3.296711352513661,3.42145534,1.1543286648633881,5.65341703,1.2263581912568304
495,male,middle,slim,10,200,23.0,neutral_stoop_down_R_001__A077,181.79333789,78.03499033337398,94.82378633,49.01847315787234,138.28208633,72.53993264015625,115.28208633,64.87215292941177,1787.53313688,590.7788404814228,3900.14459033,1092.801463572642,1409.95658237,343.31934889849595,32.22302583,3.846528065609756,18.84334048,4.496720032845528,13.12426792,1.6145925856504064,5.12655802,1.104323006178862
496,male,middle,slim,10,200,23.0,neutral_stoop_down_R_001__A078,161.256999,74.0163775662,36.86747022,20.504370798421053,80.32577022000001,40.351921771914895,57.32577022000001,27.442252946285713,1392.73929863,451.2246737336333,3511.22398864,1032.1810026589,968.68869884,294.38680289393335,7.21702286,1.5160955056333336,7.75638563,1.6943083512,3.46154656,1.0964890231333333,2.63051681,0.7912428831
497,male,middle,slim,10,200,23.0,neutral_stoop_down_R_001__A080,206.61804772,95.70194477870228,42.77080706,22.232592523199997,86.22910706,52.51972342108108,63.229107060000004,35.849927870937506,889.62309921,387.6328917246947,3652.28041311,969.8469856733586,619.27932549,261.48289735316797,11.10459699,4.0106998243511445,19.50302419,4.615602987175572,2.62900543,0.7007417377099237,5.5963835,1.0170414247709925
498,male,middle,slim,10,200,23.0,neutral_stoop_down_R_001__A081,169.47075937,88.63977731875777,36.89676481,22.893630019999996,80.35506481,33.112894505652164,57.35506481,29.065916696363637,1422.13297855,751.7261451354036,1341.02015408,976.7626325154658,951.61457434,393.3360195600621,8.33038834,2.3525760955279504,6.4784332,2.507840856397516,2.40253285,0.8184720055900621,3.06047188,0.9256769360248448
499,male,middle,slim,10,200,23.0,neutral_stoop_down_R_002__A082,230.24862656,94.27742037628416,20.52859312,10.358590431428572,63.986893120000005,34.044413194583335,40.986893120000005,20.996716060625,4689.46390893,643.6862241987432,4045.75914499,1064.582141137213,4618.69485116,336.7242203728961,8.75281345,2.5128273369945355,18.20015335,4.539092963606557,3.56536287,0.7000177795628416,4.74156775,0.8406962153005465
500,male,middle,slim,20,0,0.0,neutral_stoop_down_R_002__A073,180.18156755,77.2109423252381,104.68746365,55.78361587958333,191.60406365,62.64068047954023,191.60406365,62.64068047954023,1183.28381047,487.3536019094558,1448.4511371,979.0115706044895,764.70519488,288.4873157210884,16.06940356,4.499067136734694,16.63642907,5.48858144632653,4.15956913,1.0295479534693879,4.47666147,1.1273641618367347
501,male,middle,slim,20,0,0.0,neutral_stoop_down_R_002__A079,169.22319885,89.69688626285715,0.0,0.0,79.74285926,34.6643874766129,79.74285926,34.6643874766129,4601.81212146,713.772395244026,1375.65852758,963.3537584070779,4624.06967291,373.6273647657792,15.1326839,2.1354721625974027,10.89781583,2.319958143831169,3.34209652,1.0090012781168833,4.22404896,0.9054784791558441
502,male,middle,slim,20,0,0.0,neutral_stoop_down_R_002__A074,212.32756627,83.75172710161617,45.8037887,15.469846192857142,132.7203887,32.1659327628125,132.7203887,32.1659327628125,5695.68258417,728.0423860220202,1336.48819282,970.1861184664142,4407.97838564,291.8553346929798,11.37640751,3.2955376807575765,12.51267876,4.048055145151515,2.56958892,0.739281670858586,5.35973696,0.8671986104040404
503,male,middle,slim,20,0,0.0,neutral_stoop_down_R_002__A075,152.46581176,88.44531247618784,83.49007496,48.55311004769231,170.40667496,56.89370659195122,170.40667496,56.89370659195122,4750.74537359,639.2403967960776,4080.60207358,985.2577920249173,4587.40928204,349.0644490647514,8.88547414,2.621607005027624,8.09843924,2.712666981270718,2.67162032,1.0739965124309392,2.91772297,0.9479721851381215
504,male,middle,slim,20,0,0.0,neutral_stoop_down_R_002__A076,156.90907848,84.42609840338798,71.63232332,38.72990351000001,158.54892332,55.463498342187506,158.54892332,55.463498342187506,1377.01076505,580.708103334317,1416.72758459,945.6835650506011,876.78048543,321.9377265254645,10.22210875,3.6989983901092898,16.43473087,3.296711352513661,3.42145534,1.1543286648633881,5.65341703,1.2263581912568304
505,male,middle,slim,20,0,0.0,neutral_stoop_down_R_001__A077,181.79333789,78.03499033337398,94.82378633,49.01847315787234,181.74038633,62.297773687183096,181.74038633,62.297773687183096,1787.53313688,590.7788404814228,3900.14459033,1092.801463572642,1409.95658237,343.31934889849595,32.22302583,3.846528065609756,18.84334048,4.496720032845528,13.12426792,1.6145925856504064,5.12655802,1.104323006178862
506,male,middle,slim,20,0,0.0,neutral_stoop_down_R_001__A078,161.256999,74.0163775662,36.86747022,20.504370798421053,123.78407022,31.3764078274317,123.78407022,31.3764078274317,1392.73929863,451.2246737336333,3511.22398864,1032.1810026589,968.68869884,294.38680289393335,7.21702286,1.5160955056333336,7.75638563,1.6943083512,3.46154656,1.0964890231333333,2.63051681,0.7912428831
507,male,middle,slim,20,0,0.0,neutral_stoop_down_R_001__A080,206.61804772,95.70194477870228,42.77080706,22.232592523199997,129.68740706,56.82299491541667,129.68740706,56.82299491541667,889.62309921,387.6328917246947,3652.28041311,969.8469856733586,619.27932549,261.48289735316797,11.10459699,4.0106998243511445,19.50302419,4.615602987175572,2.62900543,0.7007417377099237,5.5963835,1.0170414247709925
508,male,middle,slim,20,0,0.0,neutral_stoop_down_R_001__A081,169.47075937,88.63977731875777,36.89676481,22.893630019999996,123.81336481,40.10407255338462,123.81336481,40.10407255338462,1422.13297855,751.7261451354036,1341.02015408,976.7626325154658,951.61457434,393.3360195600621,8.33038834,2.3525760955279504,6.4784332,2.507840856397516,2.40253285,0.8184720055900621,3.06047188,0.9256769360248448
509,male,middle,slim,20,0,0.0,neutral_stoop_down_R_002__A082,230.24862656,94.27742037628416,20.52859312,10.358590431428572,107.44519312,38.912591922461544,107.44519312,38.912591922461544,4689.46390893,643.6862241987432,4045.75914499,1064.582141137213,4618.69485116,336.7242203728961,8.75281345,2.5128273369945355,18.20015335,4.539092963606557,3.56536287,0.7000177795628416,4.74156775,0.8406962153005465
510,male,middle,slim,20,50,5.75,neutral_stoop_down_R_002__A073,180.18156755,77.2109423252381,104.68746365,55.78361587958333,191.60406365,62.64068047954023,185.85406365,59.85922688783133,1183.28381047,487.3536019094558,1448.4511371,979.0115706044895,764.70519488,288.4873157210884,16.06940356,4.499067136734694,16.63642907,5.48858144632653,4.15956913,1.0295479534693879,4.47666147,1.1273641618367347
511,male,middle,slim,20,50,5.75,neutral_stoop_down_R_002__A079,169.22319885,89.69688626285715,0.0,0.0,79.74285926,34.6643874766129,73.99285926,31.647830286140348,4601.81212146,713.772395244026,1375.65852758,963.3537584070779,4624.06967291,373.6273647657792,15.1326839,2.1354721625974027,10.89781583,2.319958143831169,3.34209652,1.0090012781168833,4.22404896,0.9054784791558441
512,male,middle,slim,20,50,5.75,neutral_stoop_down_R_002__A074,212.32756627,83.75172710161617,45.8037887,15.469846192857142,132.7203887,32.1659327628125,126.9703887,31.717125034074073,5695.68258417,728.0423860220202,1336.48819282,970.1861184664142,4407.97838564,291.8553346929798,11.37640751,3.2955376807575765,12.51267876,4.048055145151515,2.56958892,0.739281670858586,5.35973696,0.8671986104040404
513,male,middle,slim,20,50,5.75,neutral_stoop_down_R_002__A075,152.46581176,88.44531247618784,83.49007496,48.55311004769231,170.40667496,56.89370659195122,164.65667496,58.739857752361104,4750.74537359,639.2403967960776,4080.60207358,985.2577920249173,4587.40928204,349.0644490647514,8.88547414,2.621607005027624,8.09843924,2.712666981270718,2.67162032,1.0739965124309392,2.91772297,0.9479721851381215
514,male,middle,slim,20,50,5.75,neutral_stoop_down_R_002__A076,156.90907848,84.42609840338798,71.63232332,38.72990351000001,158.54892332,55.463498342187506,152.79892332,61.771169715897436,1377.01076505,580.708103334317,1416.72758459,945.6835650506011,876.78048543,321.9377265254645,10.22210875,3.6989983901092898,16.43473087,3.296711352513661,3.42145534,1.1543286648633881,5.65341703,1.2263581912568304
515,male,middle,slim,20,50,5.75,neutral_stoop_down_R_001__A077,181.79333789,78.03499033337398,94.82378633,49.01847315787234,181.74038633,62.297773687183096,175.99038633,66.31781753139344,1787.53313688,590.7788404814228,3900.14459033,1092.801463572642,1409.95658237,343.31934889849595,32.22302583,3.846528065609756,18.84334048,4.496720032845528,13.12426792,1.6145925856504064,5.12655802,1.104323006178862
516,male,middle,slim,20,50,5.75,neutral_stoop_down_R_001__A078,161.256999,74.0163775662,36.86747022,20.504370798421053,123.78407022,31.3764078274317,118.03407022,39.57800749693549,1392.73929863,451.2246737336333,3511.22398864,1032.1810026589,968.68869884,294.38680289393335,7.21702286,1.5160955056333336,7.75638563,1.6943083512,3.46154656,1.0964890231333333,2.63051681,0.7912428831
517,male,middle,slim,20,50,5.75,neutral_stoop_down_R_001__A080,206.61804772,95.70194477870228,42.77080706,22.232592523199997,129.68740706,56.82299491541667,123.93740706,58.664008085079374,889.62309921,387.6328917246947,3652.28041311,969.8469856733586,619.27932549,261.48289735316797,11.10459699,4.0106998243511445,19.50302419,4.615602987175572,2.62900543,0.7007417377099237,5.5963835,1.0170414247709925
518,male,middle,slim,20,50,5.75,neutral_stoop_down_R_001__A081,169.47075937,88.63977731875777,36.89676481,22.893630019999996,123.81336481,40.10407255338462,118.06336481,37.53434649966666,1422.13297855,751.7261451354036,1341.02015408,976.7626325154658,951.61457434,393.3360195600621,8.33038834,2.3525760955279504,6.4784332,2.507840856397516,2.40253285,0.8184720055900621,3.06047188,0.9256769360248448
519,male,middle,slim,20,50,5.75,neutral_stoop_down_R_002__A082,230.24862656,94.27742037628416,20.52859312,10.358590431428572,107.44519312,38.912591922461544,101.69519312,37.4251304862069,4689.46390893,643.6862241987432,4045.75914499,1064.582141137213,4618.69485116,336.7242203728961,8.75281345,2.5128273369945355,18.20015335,4.539092963606557,3.56536287,0.7000177795628416,4.74156775,0.8406962153005465
520,male,middle,slim,20,100,11.5,neutral_stoop_down_R_002__A073,180.18156755,77.2109423252381,104.68746365,55.78361587958333,191.60406365,62.64068047954023,180.10406365,61.85690567493151,1183.28381047,487.3536019094558,1448.4511371,979.0115706044895,764.70519488,288.4873157210884,16.06940356,4.499067136734694,16.63642907,5.48858144632653,4.15956913,1.0295479534693879,4.47666147,1.1273641618367347
521,male,middle,slim,20,100,11.5,neutral_stoop_down_R_002__A079,169.22319885,89.69688626285715,0.0,0.0,79.74285926,34.6643874766129,68.24285926,29.18954786431373,4601.81212146,713.772395244026,1375.65852758,963.3537584070779,4624.06967291,373.6273647657792,15.1326839,2.1354721625974027,10.89781583,2.319958143831169,3.34209652,1.0090012781168833,4.22404896,0.9054784791558441
522,male,middle,slim,20,100,11.5,neutral_stoop_down_R_002__A074,212.32756627,83.75172710161617,45.8037887,15.469846192857142,132.7203887,32.1659327628125,121.2203887,30.90127354971015,5695.68258417,728.0423860220202,1336.48819282,970.1861184664142,4407.97838564,291.8553346929798,11.37640751,3.2955376807575765,12.51267876,4.048055145151515,2.56958892,0.739281670858586,5.35973696,0.8671986104040404
